source,target
RFC 4309,ITU Y.2701
RFC 4305,ITU Y.2111
ITU J.700,ITU Y.1910
RFC 2488,RFC 3155
ITU P.833.1,ITU G.107.1
ITU P.300,ITU P.10
ITU X.163,ITU M.1535
ITU M.3610,ITU I.751
ISO 8473-3,ITU Q.811
ITU H.460.2,ITU H.225.0
ITU Y.3300,ITU G.7701
ISO 10021-9,ITU X.411
ISO 10026-2,ITU X.701
ISO 10733,ISO 10589
ISO 10035-1,ITU X.217
RFC 3814,RFC 4377
RFC 2012,ITU M.2301
ITU K.121,ITU K.91
RFC 4057,RFC 4339
ITU X.274,ITU T.123
RFC 1444,RFC 1452
RFC 3864,RFC 4395
ITU M.3320,ITU M.1400
RFC 2055,RFC 2054
RFC 1702,ITU G.7712
ISO 9576-1,ITU X.216
RFC 5718,ITU G.7712
RFC 3124,RFC 3155
ITU X.151,ITU X.147
ITU X.1205,ITU X.1250
RFC 1254,RFC 1812
RFC 2290,RFC 2977
RFC 3445,RFC 4033
ISO 138,66,ISO 13866
ISO 138.66,ISO 13866
RFC 3307,RFC 4607
ITU M.1034-1,ITU Q.1701
RFC 3740,RFC 4302
RFC 2672,RFC 5893
RFC 2736,RFC 6366
ISO 18093,ISO 2006
RFC 1651,RFC 1700
RFC 1381,RFC 1700
RFC 3760,RFC 3767
RFC 3861,ITU J.366.4
RFC 3892,RFC 3891
RFC 3893,RFC 3892
RFC 3451,ISO 14496-12
RFC 2975,RFC 3588
ITU Y.2221,ITU Y.3001
RFC 1511,ITU T.123
ISO 9945-2,ISO 233
RFC 6241,RFC 6243
RFC 1620,RFC 1932
ITU Q.2955,ITU Q.2961.6
RFC 2861,RFC 2914
ITU Q.2765,ITU Q.2761
RFC 6792,ITU H.248.88
ISO 9171.1,ISO 11560
ITU M.3120,ITU X.780
ITU Q.1741.4,ITU Y.2201
RFC 3575,RFC 5226
ITU G.100.1,ITU P.10
RFC 2483,RFC 3404
RFC 3104,RFC 3715
RFC 2977,RFC 3588
ITU X.830,ITU X.501
RFC 3468,RFC 4461
RFC 3662,RFC 4924
ITU V.151,ITU G.1050
ITU G.718,ITU P.863
ISO 10747,ISO 9577
RFC 1085,RFC 1189
ITU G.8121.1,ITU G.8121
ISO 17310,ISO 2016
RFC 1351,RFC 3410
ITU I.3622,ITU G.826
ITU Q.827.1,ITU M.3700
RFC 3485,ITU J.366.4
RFC 4664,RFC 4761
ITU CMTT.723,ITU J.81
ITU T.39,ITU H.245
ITU H.248.76,ITU H.248.87
RFC 2178,RFC 2328
RFC 1962,RFC 2716
ISO 23001-1,ITU H.770
ITU M.1370,ITU M.1340
RFC 4479,RFC 5491
ITU G.798.1,ITU G.873.1
ITU H.248.52,ITU Q.3303.2
ISO 14753,ITU X.903
ITU H.622.1,ITU X.1191
RFC 870,RFC 887
ITU E.134,ITU E.138
ITU T.102,ITU Q.931
ITU Q.2963,ITU I.356
ITU X.408,ITU X.411
ITU Q.3303.1,ITU Q.3307.1
RFC 5109,ITU T.38
RFC 6052,RFC 6144
ITU I.221,ITU Q.733.3
RFC 3623,RFC 5250
ITU Y.1415,ITU G.8121
ISO 15053,ISO 15054
RFC 6409,ITU Y.1271
RFC 3957,RFC 4988
ITU M.2102,ITU M.2130
RFC 2882,RFC 3576
RFC 1664,RFC 1700
ITU G.8121.2,ITU G.8121
ITU X.860,ITU X.701
ITU Y.2271,ITU Y.2091
ITU J.701,ITU J.700
ITU X.10,ITU X.300
ISO 9075,ISO 11179-3
RFC 5923,RFC 5922
ITU K.89,ITU K.98
RFC 2673,RFC 5890
RFC 2675,RFC 5102
ITU M.1078,ITU Q.1701
ITU M.1223,ITU Q.1701
ITU I.251.5,ITU Q.2951
ITU I.251.6,ITU Q.2951
RFC 2117,RFC 2201
ITU H.248.90,ITU H.248.50
ITU X.162,ITU M.1535
ITU BS.1386-1,ITU K.70
ITU BS.705-1,ITU K.70
ITU BS.80-3,ITU K.70
ITU F.1245-1,ITU K.70
ITU F.1336-1,ITU K.70
RFC 5052,ISO 14496-12
RFC 4804,ITU Y.2174
RFC 5639,ITU X.509
RFC 7427,ITU X.509
ITU E.360.4,ITU Y.1291
ITU BS.1115,ITU J.52
ITU J.215,ITU J.293
RFC 3596,RFC 4213
RFC 2989,RFC 3588
RFC 4507,RFC 4601
RFC 911,RFC 985
RFC 6021,ITU G.997.2
ITU H.244,ITU H.221
RFC 5475,RFC 6390
RFC 1806,RFC 2616
ITU I.231.7,ITU M.1400
ITU I.231.8,ITU M.1400
ITU H.764,ITU H.721
ITU X.742,ITU X.701
RFC 6424,RFC 6426
ITU X.668,ITU X.520
ISO 8473-4,ISO 10589
RFC 3438,RFC 5085
ITU H.235.4,ITU H.235.0
ITU Q.1541,ITU Q.1711
ITU X.882,ITU Q.812
RFC 2348,ITU J.192
RFC 6427,ITU G.8113.2
ITU G.8275.2,ITU G.8275
ITU Q.2726.4,ITU Q.2761
RFC 1642,RFC 1700
ITU G.8101,ITU G.8110.1
RFC 4575,ITU J.366.4
ITU Q.940,ITU Q.55
RFC 2219,RFC 2543
ITU G.8151,ITU G.7710
RFC 3728,ITU G.983.2
ITU Y.2121,ITU H.248.61
ITU Q.3201,ITU Q.3202.1
RFC 3547,RFC 4302
RFC 5583,RFC 5888
RFC 4148,RFC 6390
RFC 5952,RFC 6120
ISO 8327-2,ITU X.225
RFC 1948,RFC 4614
RFC 4640,ITU Y.2018
RFC 1696,RFC 1700
RFC 6749,ITU H.810
RFC 6750,ITU H.810
ITU E.460,ITU E.451
ISO 9798-4,ITU X.811
RFC 4593,RFC 4609
RFC 6366,RFC 6716
RFC 3347,RFC 3720
RFC 883,RFC 1033
RFC 1495,RFC 2156
RFC 3858,RFC 3857
RFC 2996,ITU Y.1291
RFC 6146,RFC 6144
RFC 5103,RFC 6183
RFC 4058,ITU Y.2014
RFC 4128,RFC 4126
ITU Y.2017,ITU Y.2012
RFC 5212,RFC 5557
ITU BT.1361,ISO 14496
ISO 13236,ITU X.641
ITU J.81,ITU G.984.3
ITU H.222.1,ITU H.245
RFC 5213,ITU Y.2018
ITU M.1540,ITU M.1340
RFC 5646,ISO 11179-3
ISO 1989,ISO 1990
ITU F.791,ITU H.248.96
ITU Y.1900,ITU Y.2201
RFC 2505,RFC 3865
RFC 3968,RFC 5226
RFC 2847,RFC 3530
RFC 3753,RFC 4640
ITU G.974,ITU G.971
ITU BT.1788,ITU P.913
ISO 14496-18,ITU H.222.0
RFC 4614,ITU H.810
RFC 6234,RFC 7693
ITU E.370,ITU E.417
RFC 3405,RFC 3404
ITU Q.2721.1,ITU E.737
RFC 7247,ITU H.248.78
ITU Q.824.5,ITU G.964
RFC 5254,RFC 5659
RFC 4877,RFC 5026
RFC 1796,RFC 2418
RFC 4690,RFC 5890
RFC 2739,RFC 3383
ITU BT.2021,ITU P.914
ITU P.914,ITU P.915
RFC 3530,ITU Y.3510
RFC 2354,RFC 2733
ITU BO.1408-1,ITU J.186
ITU BT.1306-3,ITU J.186
RFC 6808,RFC 7312
RFC 3921,RFC 6120
RFC 2419,RFC 2716
RFC 2420,RFC 2716
ITU Q.115.0,ITU G.160
RFC 2110,RFC 2616
RFC 5476,RFC 5472
ITU H.248.69,ITU H.248.89
ITU H.231,ITU T.123
RFC 4285,RFC 4640
RFC 1286,RFC 1700
ISO 10021-8,ITU X.400
RFC 2715,RFC 4601
RFC 4953,RFC 5382
ITU X.419,ITU X.411
ITU BT.500-6,ITU P.930
ITU BT.802,ITU P.930
ITU Q.957,ITU Q.931
RFC 4867,ITU P.1201.1
ITU H.248.68,ITU H.248.86
RFC 4495,ITU Y.2205
RFC 3565,ITU Y.2701
RFC 3012,RFC 3957
ITU G.8272.1,ITU G.781
ITU J.199,ITU J.126
ISO 15992,ISO 19460
ISO 13886,ISO 11404
ITU J.128,ITU J.126
ISO 9804,ITU X.903
ITU E.353,ITU E.360.1
ITU Q.831,ITU G.964
ITU E.220,ITU Q.115
ITU J.214,ITU J.126
ISO 15802-1,ISO 10589
RFC 2886,RFC 2885
ITU G.1070,ITU P.800.1
ISO 10181,ITU X.810
ITU T.175,ITU H.760
RFC 3580,RFC 4072
RFC 1892,RFC 1891
RFC 4029,RFC 4215
ITU V.44,ITU V.150.1
ITU E.751,ITU E.771
ISO 9548-1,ITU X.215
RFC 5746,RFC 6120
ITU E.413,ITU E.417
ITU E.415,ITU E.417
RFC 2304,ITU T.30
ITU I.355,ITU G.827
RFC 5146,RFC 5212
ITU F.16,ITU Q.85.6
ITU Y.3600,ITU Y.3501
RFC 3394,ITU X.509
ITU H.248.87,ITU H.248.95
ITU I.328,ITU I.329
ITU G.801.1,ITU G.870
RFC 3863,RFC 3923
ITU G.8131,ITU G.8121
ISO 9070,ITU T.171
RFC 943,RFC 950
ITU X.1244,ITU Y.2201
ITU Q.2951.2,ITU Q.2951.9
ITU BT.1869,ITU J.183
ITU J.288,ITU J.183
ITU E.505,ITU E.502
ITU Q.400,ITU Y.2261
RFC 5151,RFC 5152
RFC 1433,RFC 1932
ITU L.26,ITU L.42
ITU L.10,ITU L.42
ITU L.43,ITU L.42
ISO 15433,ISO 15429
RFC 3228,RFC 5226
ITU Z.167,ITU Z.110
ITU G.745,ITU M.1400
ITU E.525,ITU E.360.1
ITU G.99.2,ITU G.994.1
RFC 2938,RFC 4648
ITU X.862,ITU X.701
ISO 19757-1,RFC 6244
RFC 3535,RFC 6244
RFC 6243,RFC 6244
RFC 4065,RFC 5508
ITU G.1080,ITU H.720
ITU X.603,ITU Y.2091
ITU M.1539,ITU M.1340
RFC 2027,RFC 3777
RFC 441,RFC 790
RFC 530,RFC 790
ITU H.248.79,ITU H.248.89
ITU Q.2723.3,ITU Q.2761
ITU Q.2723.4,ITU Q.2761
ITU H.248.54,ITU Q.3303.2
RFC 1001,RFC 2132
ITU Y.2174,ITU Y.2111
ITU H.248.33,ITU H.248.42
RFC 2635,RFC 2828
RFC 2623,RFC 4787
RFC 4307,ITU Y.2111
RFC 1417,RFC 1422
ISO 14769,ITU X.903
RFC 4776,RFC 5491
ITU J.368,ITU J.261
ISO 15706-2,ITU H.222.0
RFC 5888,ITU Q.3301.1
ITU J.292,ITU J.190
ITU H.248.64,ITU H.248.89
ITU G.765,ITU T.5
ISO 9798-2,ITU X.811
RFC 6776,RFC 6792
RFC 750,RFC 753
RFC 4480,RFC 4745
RFC 4475,RFC 5628
RFC 1154,RFC 1341
RFC 6849,ITU H.248.87
ITU G.8273.4,ITU G.8273
RFC 3159,RFC 3198
ITU X.237,ITU X.217
ITU Q.1707,ITU Y.2018
RFC 2435,ITU J.171.1
RFC 3862,ITU H.248.69
ITU T.87,ITU T.800
ISO 300,ITU H.222.0
RFC 20,RFC 4648
ITU L.313,ITU G.987.2
ISO 11073,ITU H.810
ISO 11073-10101,ITU H.810
RFC 5491,RFC 5687
RFC 2111,RFC 2447
ITU X.831,ITU Q.1228
RFC 2662,ITU G.997.1
RFC 3440,ITU G.997.1
RFC 5072,RFC 7066
ISO 10181-6,ITU X.903
ITU E.115,ITU Y.2701
ITU X.39,ISO 9577
RFC 4286,RFC 4541
ITU G.875,ITU G.871
ISO 11664-3,ITU H.264
ITU BT.1358-0,ITU H.264
ITU BT.1358-1,ITU H.264
ITU BT.1361-0,ITU H.264
ITU BT.1700-0,ITU H.264
ITU BT.1886-0,ITU H.264
ITU X.737,ITU X.701
RFC 4218,ITU Y.2052
RFC 1224,RFC 1812
RFC 5508,ITU H.248.84
ITU G.990,ITU G.995.1
RFC 3318,ITU Q.3303.1
ITU J.184,ITU J.128
ITU Q.1741.7,ITU Y.3510
ITU H.701,ITU H.770
RFC 2453,ITU H.610
RFC 3658,RFC 4033
RFC 2034,RFC 2476
ISO 19763-3,ISO 11179-3
ISO 24707,ISO 11179-3
RFC 4604,ITU J.222.2
ITU I.251.2,ITU Q.2951
ITU H.248.84,ITU H.248.50
RFC 3963,RFC 4584
RFC 2511,ITU X.843
ITU P.1202.2,ITU P.1202
ISO 15944-4,ISO 15944-1
RFC 2611,RFC 3404
ITU G.176,ITU G.101
ITU H.741.1,ITU H.741.3
ITU H.741.2,ITU H.741.3
ITU Q.1912.5,ITU J.178
RFC 1870,RFC 2476
RFC 4736,ITU G.8081
ISO 12640-1,ITU T.24
ITU T.23,ITU T.24
ITU I.378,ITU H.248.53
ITU Q.2983,ITU Q.2982
ITU Q.2984,ITU Q.2982
ITU I.252.2,ITU F.853
ITU I.252.3,ITU F.853
ITU I.252.4,ITU F.853
RFC 4192,RFC 4472
ITU K.93,ITU K.74
RFC 4972,ITU G.8081
RFC 5960,ITU G.8110.1
ITU G.9991,ITU G.9961
RFC 2930,RFC 4034
RFC 4287,ITU H.750
RFC 1280,RFC 1340
RFC 3459,RFC 3458
RFC 1380,RFC 4632
RFC 3128,RFC 4787
RFC 2576,RFC 3410
RFC 1337,RFC 5382
ITU X.7351,ITU X.721
RFC 2990,ITU Y.1291
RFC 1189,RFC 1224
ISO 10177,ITU Q.811
RFC 4140,ITU Y.2018
ISO 10030,ISO 9577
ITU I.232,ITU M.1400
ITU BT.470,ITU H.262
RFC 1867,RFC 2616
RFC 1900,RFC 2616
ITU G.736,ITU M.1400
ITU J.193,ITU J.281
RFC 5914,ITU X.509
ITU F.200,ITU Q.931
RFC 859,RFC 1700
ITU O.211,ITU Y.1543
RFC 5298,RFC 5520
ISO 15044,ITU K.85
ITU Q.272,ITU M.4030
RFC 2851,RFC 4001
RFC 4081,RFC 5971
ISO 8613-10,ITU T.411
RFC 927,RFC 1700
ITU X.462,ITU Y.2201
RFC 5477,RFC 5472
ITU Q.422,ITU Q.52
RFC 890,RFC 911
RFC 2628,RFC 4949
ITU O.22,ITU P.10
RFC 1382,RFC 1700
ITU V.37,ITU P.10
RFC 4694,ITU J.366.4
ITU L.13,ITU L.42
RFC 4106,RFC 5116
RFC 5116,RFC 5282
ITU X.305,ITU X.300
RFC 2526,RFC 3775
ISO 15772,ISO 19460
RFC 6184,ITU H.241
RFC 3458,RFC 3842
ITU H.282,ITU H.323
RFC 1591,ITU E.910
RFC 4541,ITU G.984.4
RFC 4802,ITU G.8081
ISO 13252,ITU X.601
ITU X.641,ITU X.601
RFC 5022,ITU H.248.68
RFC 775,RFC 880
RFC 369,RFC 531
RFC 459,RFC 531
RFC 531,RFC 1000
ISO 10026,ITU X.860
ISO 9945-1,ISO 233
RFC 4071,RFC 4844
RFC 3398,ITU J.178
RFC 3767,ITU X.1111
RFC 4293,ITU J.126
ITU V.75,ITU H.245
RFC 2897,ITU J.175
ISO 11179-2,ISO 20943-1
RFC 1245,RFC 1793
RFC 3958,RFC 6733
RFC 3221,RFC 4632
RFC 5493,RFC 5951
RFC 5852,RFC 5951
RFC 2495,ITU G.991.2
RFC 4184,ITU J.361
RFC 2275,ITU J.160
RFC 5754,ITU X.509
ITU V.153,ITU T.38
RFC 4988,ITU Q.1709
RFC 2848,RFC 3725
RFC 6381,ITU H.222.0
RFC 2449,RFC 2595
RFC 4244,RFC 4916
ITU M.3701,ITU M.3700
RFC 514,RFC 531
RFC 519,RFC 531
ITU G.997.2,ITU G.988
ITU M.1645,ITU Y.2201
RFC 1566,RFC 1700
RFC 4462,RFC 5056
ISO 15052,ISO 15054
ISO 10116,ITU X.811
ITU Q.2512,ITU G.902
ITU J.168,ITU J.172
RFC 3373,ITU G.7712
ISO 14752,ITU X.903
ITU Y.2622,ITU Y.3300
RFC 7149,ITU Y.3300
ITU J.281,ITU H.622.1
RFC 4187,ITU Q.3201
ITU M.125,ITU G.806
ITU Q.2981,ITU Q.2984
RFC 4215,RFC 4966
RFC 5671,ITU H.248.57
ITU Y.1720,ITU Y.2205
RFC 5615,ITU H.248.1
RFC 3603,ITU J.366.4
RFC 3101,RFC 5250
ITU Q.35,ITU P.830
ISO 9596-2,ITU X.701
ITU P.1100,ITU P.581
RFC 3346,ITU Y.2111
RFC 3181,RFC 4804
RFC 4472,RFC 4941
ITU Y.2291,ITU Y.2281
RFC 3891,ITU J.178
ISO 14882,ISO 10967
ISO 14496-14,ITU G.719
ITU Q.815,ITU Q.812
ITU X.329,ITU X.144
RFC 3847,ITU Y.2701
RFC 865,RFC 1340
RFC 5696,RFC 5670
ISO 18000,ITU H.621
ISO 18000-4,ITU H.621
ITU M.1035,ITU Q.1701
ITU M.687-1,ITU F.115
ISO 15414,ITU Y.2720
ITU X.911,ITU Y.2720
RFC 1084,RFC 1340
ITU Y.3503,ITU Y.3501
ITU Y.3521,ITU Y.3501
RFC 5139,RFC 5491
ISO 8327,ITU X.296
RFC 2021,RFC 4502
RFC 5506,RFC 5968
ITU P.8102,ITU G.191
ITU Q.10,ITU G.191
ISO 24751,ISO 24751-3
ITU E.210,ITU Q.713
ISO 15836,ISO 24751
RFC 3024,RFC 3519
RFC 1283,RFC 1449
RFC 1298,RFC 1449
ITU I.223,ITU Q.922
ITU I.233.2,ITU Q.922
RFC 2013,ITU M.2301
RFC 2369,RFC 3864
RFC 3519,RFC 4093
ISO 6.2.1,ISO 13874
ISO 6.2.2,ISO 13874
RFC 1848,RFC 2076
RFC 5035,RFC 5750
ISO 15816,ITU X.509
ITU Q.1922.2,ITU Q.1930
ISO 27005,ITU X.1601
ITU E.420,ITU M.21
RFC 5760,ITU H.248.88
RFC 5198,RFC 5357
ITU I.313,ITU Y.1241
RFC 6525,ITU H.248.97
RFC 4491,RFC 5280
ITU X.930,ITU X.903
RFC 429,RFC 790
RFC 1211,RFC 2076
ITU X.1250,ITU X.1251
RFC 5652,ITU X.509
RFC 4555,RFC 5996
ISO 2011,ISO 15944-1
RFC 4436,RFC 4555
RFC 3308,ITU J.212
ITU J.291,ITU J.190
ISO 7816-3,ITU J.91
ISO 8880-2,ITU X.610
ITU E.802,ITU E.800
RFC 4272,RFC 5082
ISO 15924,ISO 11179-3
RFC 2522,RFC 4960
RFC 5597,ITU H.248.84
ITU Q.2767.1,ITU Q.2761
ITU I.251.8,ITU Q.2951
ITU H.450.7,ITU H.323
ITU X.851,ITU X.903
RFC 5405,RFC 5404
RFC 4916,ITU Y.2205
ITU X.667,ITU X.520
RFC 2815,RFC 2998
ITU G.774.6,ITU G.784
RFC 2874,RFC 2893
ITU E.416,ITU E.417
ITU I.365.4,ITU M.1400
RFC 3288,RFC 4227
RFC 3338,RFC 4038
ITU P.1310,ITU P.1301
RFC 3545,ITU G.769
RFC 4974,RFC 6060
RFC 3884,RFC 4891
RFC 1925,RFC 3439
ISO 8823-2,ITU X.226
RFC 2804,RFC 3603
ITU Q.731.1,ITU Q.2761
ITU X.150,ITU X.36
RFC 1041,RFC 1700
ITU X.244,ITU Q.931
RFC 5216,ITU G.987.3
ITU I.364,ITU I.326
RFC 5420,RFC 6060
RFC 952,RFC 1700
ITU I.570,ITU Y.2201
RFC 2312,ITU Y.2701
ITU G.8271.2,ITU G.8271
RFC 811,RFC 1340
ISO 14699,ISO 9577
ITU H.248.78,ITU H.248.89
RFC 4896,RFC 5049
ITU G.8273.3,ITU G.8273
RFC 2704,RFC 2903
RFC 2905,RFC 2903
ITU E.301,ITU E.529
RFC 6349,RFC 6703
RFC 6802,ITU Y.1543
RFC 1303,RFC 1444
ITU L.36,ITU L.42
ITU E.116,ITU Q.736.1
RFC 4895,RFC 4960
RFC 6144,RFC 6145
RFC 4880,RFC 6409
RFC 3955,RFC 5470
RFC 2126,ITU G.7712
RFC 2873,ITU H.813
ITU H.361,ITU H.245
RFC 3874,RFC 4055
ITU Q.953,ITU Q.950
RFC 1441,RFC 3410
RFC 1452,RFC 3410
ITU X.70,ITU X.300
ITU X.71,ITU X.300
ITU O.201,ITU G.697
ITU M.4010,ITU M.4100
RFC 3488,RFC 5501
RFC 4761,RFC 4762
RFC 4762,RFC 4761
RFC 5618,RFC 6038
ITU G.799.1,ITU Y.2201
ITU J.263,ITU Y.2205
ISO 639-3,ISO 14496-2
ITU M.1079,ITU E.771
RFC 2506,RFC 2938
ITU Q.1205,ITU Q.1238.7
RFC 3539,RFC 3588
ITU Q.2119,ISO 9577
RFC 2484,RFC 2759
ISO 13712,ITU X.519
ITU H.248.42,ITU H.248.46
RFC 4371,RFC 5378
RFC 5377,RFC 5378
ITU M.1050,ITU M.4030
RFC 2757,RFC 3155
ITU E.470,ITU E.800
ISO 14700,ISO 9577
ISO 14765,ISO 9577
ISO 8802-11,ISO 31
RFC 1279,RFC 1430
ITU Y.2281,ITU F.749.1
RFC 6716,ITU H.248.94
ITU Q.1238,ITU Q.1238.1
ITU I.451,ITU X.31
ISO 21000-1,ISO 1000
ISO 21000-3,ISO 1000
RFC 3146,RFC 4541
RFC 6386,ITU H.248.94
ISO 10036,ISO 15285
ITU Q.1902,ITU Q.1902.6
ITU J.189,ITU J.700
ISO 10035,ITU Q.1400
ISO 9576,ITU Q.1400
RFC 3450,ISO 14496-12
RFC 5404,ITU G.719
RFC 3187,RFC 3966
ITU Q.941,ITU Q.932
RFC 2992,RFC 4448
RFC 5939,ITU T.38
ITU Q.702,ITU Q.2761
RFC 4665,RFC 4762
RFC 5104,ITU H.248.71
RFC 857,RFC 1700
RFC 933,RFC 1700
RFC 1073,RFC 1700
RFC 1079,RFC 1700
RFC 1096,RFC 1700
ISO 11904,ITU P.360
RFC 1712,RFC 3825
RFC 5971,RFC 5978
RFC 1624,RFC 4614
ITU I.231.2,ITU M.1400
ITU I.231.3,ITU M.1400
ITU BT.1888,ITU J.205
RFC 4918,ITU J.205
ITU Q.2951.3,ITU Q.2951.9
ITU Q.2951.4,ITU Q.2951.9
ITU Q.2951.6,ITU Q.2951.9
RFC 4068,RFC 4140
ITU I.251.7,ITU Q.731.7
ITU Q.1238.4,ITU Q.1238.1
ISO 10967,ISO 11404
ISO 1539-1,ISO 11404
RFC 3582,RFC 4029
ISO 7811-6,ITU E.118
ITU X.320,ITU X.300
ITU X.325,ITU X.300
ITU BT.2100-0,ITU H.264
RFC 1628,RFC 1700
RFC 5393,RFC 7247
ISO 9796-2,ITU T.30
RFC 5763,RFC 5764
RFC 7841,RFC 8081
ITU V.140,ITU H.245
RFC 5061,RFC 6525
RFC 2717,RFC 4395
RFC 3941,RFC 5890
ISO 15948,ITU H.762
RFC 5659,RFC 5960
RFC 5331,ITU G.8110.1
RFC 3649,RFC 4614
RFC 1590,RFC 2616
RFC 4008,RFC 5382
RFC 2152,RFC 3530
RFC 3456,RFC 3715
ITU G.7,ITU Y.1541
ITU H.730,ITU H.764
ITU I.253,ITU Q.953.4
RFC 5892,ITU X.520
ITU Y.2172,ITU Y.2205
ITU X.33,ITU X.7
ISO 9834-12,ITU X.722
ITU X.6601,ITU X.722
RFC 1730,RFC 1939
RFC 6733,ITU Q.3301.1
ITU H.235.8,ITU H.245
ISO 11588-3,ITU Y.2091
ITU X.111,ITU X.7
RFC 4394,RFC 4397
ITU Q.1742.8,ITU Q.1741.7
RFC 2530,ITU H.248.2
RFC 4834,RFC 5671
ITU Q.957.1,ITU Q.950
RFC 4589,RFC 5226
ITU Q.1708,ITU Y.2018
ITU Q.1709,ITU Y.2018
ITU M.1375,ITU M.1340
RFC 5214,RFC 6144
RFC 1828,RFC 1825
ITU H.248.34,ITU H.248.29
ISO 17877,ISO 17875
ISO 11575,ITU Q.811
RFC 6145,RFC 6144
RFC 2274,ITU J.160
RFC 2871,RFC 4190
RFC 3487,RFC 4190
ISO 9316,ITU T.31
ISO 23009-1,ITU H.222.0
ISO 2382-26,ITU X.211
ISO 2382-9,ITU X.211
RFC 5894,RFC 5890
ITU Y.2212,ITU Y.2201
ITU M.1016,ITU M.1560
ITU M.700,ITU M.1560
RFC 6060,ITU G.8021.1
ITU J.52,ITU H.221
ITU M.3210.1,ITU Q.1703
ISO 13235,ITU X.910
ITU X.61,ITU X.300
RFC 3016,ITU H.225.0
RFC 3726,RFC 4081
ITU H.248.29,ITU H.248.46
RFC 4454,RFC 5085
ITU Q.1742.10,ITU Q.1741.9
RFC 4783,RFC 5339
RFC 3901,RFC 4038
RFC 1304,RFC 1700
ISO 9805-1,ITU X.862
ITU BS.775-1,ITU P.911
ITU BT.1128-2,ITU P.911
ITU BT.500-8,ITU P.911
RFC 2730,RFC 2776
ITU O.11,ITU O.22
RFC 1647,RFC 1700
RFC 1657,RFC 1700
ITU X.754,ITU G.7710
ITU X.236,ITU X.216
RFC 3686,RFC 3720
ITU J.90,ITU H.770
RFC 5392,RFC 5441
RFC 2986,ITU X.509
ISO 12620,ISO 11179-3
RFC 3439,RFC 5996
ISO 1348131993,ISO 13481
RFC 4825,ITU J.366.4
ITU H.611,ITU H.610
ITU I.620,ITU X.148
ITU Q.73,ITU Q.1902.3
ISO 19757-3,ISO 19757-1
ITU P.1501,ITU P.1301
ITU J.191,ITU J.192
ISO 24751-3,ISO 24751
ITU X.744,ITU G.784
ITU X.622,ITU Q.811
RFC 4292,RFC 4294
RFC 2829,RFC 4513
RFC 2830,RFC 4513
ISO 6.2,ISO 13870
RFC 1769,RFC 2030
RFC 1869,RFC 4409
RFC 1542,RFC 1812
RFC 2720,RFC 3917
ITU H.248.44,ITU H.248.81
RFC 1366,RFC 1380
RFC 1723,RFC 2080
RFC 1660,RFC 1700
ISO 11586-3,ITU Q.1228
ITU M.3342,ITU Y.1271
RFC 4304,ITU Y.2111
RFC 4308,ITU Y.2111
ITU T.136,ITU H.282
RFC 3589,ITU J.366.10
RFC 7398,ITU Y.1543
RFC 6291,ITU G.8101
ITU G.7715.2,ITU G.8081
RFC 1600,RFC 1603
RFC 4080,RFC 4081
RFC 2912,RFC 3864
RFC 4519,RFC 5280
ISO 9001,ISO 3307
ISO 9575,ISO 10589
RFC 3525,RFC 4572
RFC 2480,RFC 3156
ITU E.350,ITU E.360.1
RFC 2446,RFC 2447
RFC 5751,RFC 6409
RFC 2595,RFC 6120
RFC 4357,RFC 4491
RFC 2718,RFC 4395
RFC 5996,RFC 6269
ISO 11588-1,ITU X.400
ISO 4869,ITU P.581
ISO 4869-2,ITU P.581
ISO 4869-3,ITU P.581
RFC 3544,RFC 3545
ITU H.248.55,ITU Q.3303.2
ITU E.755,ITU E.775
RFC 6049,RFC 6390
RFC 4846,RFC 4844
RFC 6562,RFC 6716
RFC 4774,RFC 5696
RFC 4337,ISO 14496-12
RFC 5511,RFC 5541
RFC 5541,RFC 5557
ISO 9797-3,ITU X.509
ITU X.841,ITU X.509
RFC 4231,ITU X.509
RFC 6960,ITU X.509
ITU BS.1387-1,ITU J.148
RFC 1147,RFC 1470
RFC 5520,RFC 5521
RFC 686,RFC 691
RFC 4209,ITU G.8081
ITU X.245,ITU X.225
RFC 4111,RFC 5254
ISO 8859-10,RFC 2049
RFC 2978,RFC 4288
ITU T.502,ITU Q.931
ISO 15444-12,ITU G.719
RFC 5003,RFC 6370
RFC 3486,ITU J.366.4
RFC 3878,RFC 5951
ISO 11770,ITU X.810
ITU X.130,ITU X.110
RFC 3008,RFC 4033
RFC 3090,RFC 4033
RFC 3225,RFC 4033
RFC 3226,RFC 4033
ITU E.493,ITU E.502
ISO 14474,ISO 2016
ISO 14475,ISO 14474
ITU X.407,ITU X.400
RFC 5853,RFC 6390
ITU Y.120,ITU Y.140
RFC 2197,RFC 2476
ITU G.769,ITU G.161
RFC 4618,RFC 5960
RFC 4619,RFC 5960
RFC 4409,RFC 6409
RFC 1794,RFC 3040
ISO 14750-1,ITU T.174
ISO 147501,ITU T.174
RFC 2017,RFC 2557
RFC 1101,RFC 1279
ITU Q.2723.5,ITU Q.2761
ITU X.115,ITU X.110
ITU X.116,ITU X.110
RFC 6958,ITU H.248.87
RFC 4803,ITU G.8081
ITU M.1532,ITU M.3342
ITU L.27,ITU L.26
ITU Q.731.3,ITU Q.2761
ITU Q.731.4,ITU Q.2761
ITU Q.731.5,ITU Q.2761
ITU Q.731.6,ITU Q.2761
